OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),Electricity(kBtu),NaturalGas(kBtu)
19793,Multifamily MR (5-9),Mid-Rise Multifamily,1994,1.0,7,62659,Multifamily Housing,62659.0,Parking,23866.0,2321336.0,2436266.5,1879677.0,0.0
19794,Multifamily LR (1-4),Low-Rise Multifamily,1916,1.0,3,56652,Multifamily Housing,56652.0,not concerned,0.0,1638562.75,1799223.75,704360.0,934203.0
19797,Multifamily MR (5-9),Mid-Rise Multifamily,1996,1.0,5,20798,Multifamily Housing,20798.0,not concerned,0.0,647792.875,647792.875,647793.0,0.0
19799,Multifamily LR (1-4),Low-Rise Multifamily,1965,1.0,3,20296,Multifamily Housing,19542.0,Parking,754.0,556700.6875,601180.875,556701.0,0.0
19801,Multifamily LR (1-4),Other,1909,1.0,3,30700,Other,19034.0,Multifamily Housing,11666.0,0.0,0.0,0.0,0.0
19805,Multifamily LR (1-4),Low-Rise Multifamily,1988,1.0,4,31537,Multifamily Housing,24459.0,not concerned,0.0,832986.875,870793.3125,832987.0,0.0
19808,Multifamily MR (5-9),Mid-Rise Multifamily,1980,1.0,5,48744,Multifamily Housing,48744.0,not concerned,0.0,1678495.25,1802592.25,1678495.0,0.0
19824,Multifamily MR (5-9),Mid-Rise Multifamily,2010,1.0,5,23931,Multifamily Housing,22088.0,Parking,3983.0,635516.375,656491.0,480219.0,155297.0
19826,Multifamily LR (1-4),Low-Rise Multifamily,1999,1.0,4,39966,Multifamily Housing,33396.0,Parking,12000.0,871355.5,905750.8125,868234.0,3122.0
19830,Multifamily MR (5-9),Mid-Rise Multifamily,1999,1.0,7,72763,Multifamily Housing,70013.0,Parking,39780.0,2821489.25,2896491.0,2390109.0,431380.0
19831,Multifamily LR (1-4),Low-Rise Multifamily,1980,1.0,4,59600,Multifamily Housing,59600.0,not concerned,0.0,1406648.125,1523877.5,1406648.0,0.0
19832,Multifamily LR (1-4),Low-Rise Multifamily,1978,1.0,4,40948,Multifamily Housing,32170.0,Parking,8778.0,687953.6875,725346.6875,687954.0,0.0
19833,NonResidential,University,1992,1.0,2,28923,College/University,28800.0,not concerned,0.0,439311.9063,508430.5938,174768.0,264544.0
19835,Multifamily MR (5-9),Mid-Rise Multifamily,1992,0.0,7,65210,Multifamily Housing,56635.0,Parking,8575.0,2709973.75,2831134.75,1322686.0,1387288.0
19836,NonResidential,University,1928,1.0,3,21600,College/University,21600.0,not concerned,0.0,323739.4063,359207.1875,235546.0,88193.0
19839,Multifamily LR (1-4),Low-Rise Multifamily,1925,1.0,3,21712,Multifamily Housing,21712.0,not concerned,0.0,1224685.125,1346638.75,335078.0,889607.0
19841,Multifamily MR (5-9),Mid-Rise Multifamily,1908,1.0,5,53232,Multifamily Housing,39530.0,Retail Store,7865.0,1759518.5,1842865.875,1180845.0,578673.0
19845,NonResidential,Retail Store,1996,1.0,1,25735,Retail Store,25691.0,not concerned,0.0,1169394.875,1245673.0,953695.0,215700.0
19846,Multifamily LR (1-4),Low-Rise Multifamily,1984,1.0,4,57856,Multifamily Housing,59742.0,not concerned,0.0,1675510.875,1782454.25,1675511.0,0.0
19847,NonResidential,Retail Store,1956,1.0,2,25862,Retail Store,25562.0,Other,300.0,4801472.0,4765879.0,2185523.0,2615949.0
19848,NonResidential,Retail Store,2003,1.0,2,49965,Retail Store,47465.0,Other,2500.0,3377209.75,3424428.0,3247196.0,130013.0
19849,Multifamily LR (1-4),Low-Rise Multifamily,1981,1.0,3,53698,Multifamily Housing,53698.0,Parking,2700.0,1018111.0,1116648.75,1018111.0,0.0
19852,Multifamily MR (5-9),Mid-Rise Multifamily,1900,1.0,6,39594,Multifamily Housing,34137.0,Retail Store,5457.0,999856.0,1060662.625,604566.0,395290.0
19853,NonResidential,Small- and Mid-Sized Office,1929,1.0,2,20028,Office,20028.0,not concerned,0.0,511797.4063,550668.125,360055.0,0.0
19854,Multifamily HR (10+),High-Rise Multifamily,1906,1.0,10,65535,Multifamily Housing,51096.0,Retail Store,3374.0,3245772.0,3380476.5,2231200.0,0.0
19855,NonResidential,Small- and Mid-Sized Office,1900,1.0,7,23622,Office,26195.0,Restaurant,2285.0,552007.5,575362.5,419848.0,132159.0
19856,NonResidential,Small- and Mid-Sized Office,1902,1.0,3,23563,Office,20183.0,Restaurant,3380.0,883197.6875,883197.6875,883198.0,0.0
19857,NonResidential,Mixed Use Property,1903,1.0,3,28600,Office,12000.0,Retail Store,11000.0,1062722.625,1167559.75,697769.0,364954.0
19858,NonResidential,Mixed Use Property,1978,1.0,2,26160,Retail Store,15549.0,Parking,12379.0,2186018.5,2249630.25,2186018.0,0.0
19860,NonResidential,Small- and Mid-Sized Office,1906,1.0,5,26840,Office,29040.0,not concerned,0.0,1989287.0,1997288.75,1989287.0,0.0
19861,NonResidential,Retail Store,1906,1.0,2,46800,Retail Store,36019.0,Office,10781.0,1245187.5,1245187.5,1245187.0,0.0
19862,NonResidential,Small- and Mid-Sized Office,1979,1.0,3,37350,Office,39000.0,Parking,26640.0,2067352.5,2067352.5,2062620.0,4732.0
19864,NonResidential,Small- and Mid-Sized Office,1908,1.0,3,28800,Office,21600.0,Other,7200.0,1345025.75,1423579.25,923904.0,421122.0
19865,Multifamily LR (1-4),Low-Rise Multifamily,1900,1.0,3,23015,Multifamily Housing,19132.0,Retail Store,3883.0,1458617.125,1489197.875,805944.0,652673.0
19870,Multifamily MR (5-9),Mid-Rise Multifamily,2000,1.0,6,36676,Multifamily Housing,22129.0,Office,9751.0,2214469.5,2316515.5,1512202.0,702267.0
19871,NonResidential,Small- and Mid-Sized Office,1954,1.0,3,28584,Office,26556.0,Parking,4968.0,1696978.75,1817034.125,643674.0,1053305.0
19873,NonResidential,Retail Store,1931,1.0,2,26270,Retail Store,26270.0,not concerned,0.0,1560461.75,1667641.25,1064100.0,496361.0
19874,NonResidential,Small- and Mid-Sized Office,1926,1.0,3,49800,Office,49800.0,Parking,7820.0,2385395.0,2385395.0,2385395.0,0.0
19875,Multifamily LR (1-4),Low-Rise Multifamily,1923,1.0,3,33440,Multifamily Housing,33440.0,not concerned,0.0,3288836.0,3496803.0,428689.0,2860147.0
19878,NonResidential,Hotel,1990,1.0,5,57800,Hotel,57800.0,not concerned,0.0,2443065.25,2466522.25,1375435.0,1067630.0
19881,Multifamily MR (5-9),Mid-Rise Multifamily,1994,1.0,6,69590,Multifamily Housing,69590.0,not concerned,0.0,4188660.5,4421346.0,1541059.0,2647601.0
19884,Multifamily HR (10+),High-Rise Multifamily,1990,1.0,26,321050,Multifamily Housing,226500.0,Parking,94550.0,14168729.0,15275742.0,8297277.0,5871452.0
19885,Multifamily MR (5-9),Mid-Rise Multifamily,2000,1.0,7,192077,Multifamily Housing,142497.0,Parking,49580.0,3644982.25,3788892.75,3644982.0,0.0
19887,Multifamily MR (5-9),Mid-Rise Multifamily,2008,1.0,7,203940,Multifamily Housing,143183.0,Parking,60757.0,6485203.0,6641114.5,3672464.0,2812738.0
19889,Multifamily LR (1-4),Low-Rise Multifamily,1918,1.0,3,21284,Multifamily Housing,21284.0,not concerned,0.0,785052.875,821100.375,399264.0,385789.0
19890,Multifamily MR (5-9),Mid-Rise Multifamily,1908,1.0,5,48786,Multifamily Housing,37367.0,Parking,16670.0,968698.3125,968698.3125,968698.0,0.0
19893,Multifamily MR (5-9),Mid-Rise Multifamily,2002,1.0,6,98222,Multifamily Housing,37924.0,Other,6443.0,2001936.5,2043683.25,1278844.0,723092.0
19895,NonResidential,Small- and Mid-Sized Office,1925,1.0,2,30438,Office,25920.0,Parking,13155.0,1441900.5,1523175.125,991378.0,0.0
19899,Multifamily HR (10+),High-Rise Multifamily,2001,1.0,31,398513,Multifamily Housing,538339.0,Parking,139826.0,22591288.0,24212986.0,13120121.0,9471167.0
19902,NonResidential,Retail Store,1925,1.0,1,23562,Retail Store,13940.0,Non-Refrigerated Warehouse,10439.0,439521.0938,485607.1875,264519.0,175002.0
19903,Multifamily MR (5-9),Mid-Rise Multifamily,1991,1.0,6,41030,Multifamily Housing,25129.0,Parking,15901.0,1135172.25,1221338.125,776165.0,359007.0
19904,Multifamily MR (5-9),Mid-Rise Multifamily,2002,1.0,6,41359,Multifamily Housing,37224.0,Retail Store,1600.0,2926089.5,3061112.5,1185506.0,1740584.0
19906,Multifamily MR (5-9),Mid-Rise Multifamily,1989,1.0,5,188715,Multifamily Housing,113269.0,Parking,21000.0,3834440.0,4038279.25,3833492.0,947.0
19907,Multifamily LR (1-4),Low-Rise Multifamily,1925,1.0,3,23989,Multifamily Housing,23989.0,not concerned,0.0,684941.375,740745.6875,684941.0,0.0
19910,NonResidential,Medical Office,1952,1.0,4,26670,Medical Office,26670.0,not concerned,0.0,1553208.375,1640803.5,1553175.0,33.0
19911,Multifamily MR (5-9),Mid-Rise Multifamily,1991,1.0,6,41834,Multifamily Housing,29948.0,Parking,10780.0,1044220.625,1091417.25,1044220.0,0.0
19913,Multifamily LR (1-4),Low-Rise Multifamily,1922,1.0,3,34060,Multifamily Housing,34060.0,not concerned,0.0,2195828.0,2421341.5,372437.0,1823391.0
19915,Multifamily MR (5-9),Mid-Rise Multifamily,1925,1.0,7,37300,Multifamily Housing,37300.0,not concerned,0.0,1807738.25,1968193.25,1114028.0,693710.0
19918,Multifamily MR (5-9),Mid-Rise Multifamily,1998,1.0,6,328947,Multifamily Housing,277950.0,not concerned,0.0,8233527.5,8561209.0,7779214.0,454313.0
19919,Multifamily MR (5-9),Mid-Rise Multifamily,2000,1.0,6,119764,Multifamily Housing,132400.0,not concerned,0.0,3603765.25,3680711.0,3603765.0,0.0
19920,Multifamily LR (1-4),Low-Rise Multifamily,1925,1.0,3,44736,Multifamily Housing,40636.0,Parking,4504.0,2400507.25,2594218.75,526821.0,1873686.0
19921,Multifamily LR (1-4),Low-Rise Multifamily,1923,1.0,3,22400,Multifamily Housing,22400.0,not concerned,0.0,743748.5,811901.5,743748.0,0.0
19922,Multifamily HR (10+),High-Rise Multifamily,1979,1.0,13,70200,Multifamily Housing,70200.0,not concerned,0.0,3742915.0,3994183.0,3742915.0,0.0
19923,Multifamily MR (5-9),Mid-Rise Multifamily,1929,1.0,6,21840,Multifamily Housing,21840.0,not concerned,0.0,890977.8125,945404.375,434491.0,456487.0
19924,Multifamily LR (1-4),Low-Rise Multifamily,1925,1.0,3,33880,Multifamily Housing,27993.0,Parking,5887.0,2204161.25,2514939.25,400470.0,1803692.0
19925,Multifamily HR (10+),High-Rise Multifamily,1949,1.0,18,326619,Multifamily Housing,302922.0,Retail Store,23697.0,17431872.0,19111216.0,5788003.0,11643866.0
19926,NonResidential,Small- and Mid-Sized Office,1965,1.0,1,23752,Office,14317.0,Retail Store,9435.0,1067153.75,1199844.875,571058.0,496096.0
19927,NonResidential,Hotel,1967,1.0,4,44416,Hotel,52668.0,not concerned,0.0,2669564.25,2736926.5,1495543.0,1174021.0
19930,Multifamily MR (5-9),Mid-Rise Multifamily,2002,1.0,8,34080,Multifamily Housing,23580.0,Other,18000.0,1494727.0,1534880.625,1204384.0,290343.0
19932,Multifamily MR (5-9),Mid-Rise Multifamily,1914,1.0,6,62607,Multifamily Housing,53228.0,Office,4879.0,1827817.25,1948197.125,1827817.0,0.0
19934,Multifamily LR (1-4),Low-Rise Multifamily,1989,1.0,4,31702,Multifamily Housing,26418.0,Parking,14280.0,255971.2031,275412.0,255971.0,0.0
19936,Multifamily LR (1-4),Low-Rise Multifamily,1930,1.0,3,29765,Multifamily Housing,24742.0,not concerned,0.0,1308348.5,1469579.125,278629.0,1029719.0
19946,Multifamily LR (1-4),Low-Rise Multifamily,1928,1.0,4,27182,Multifamily Housing,27182.0,Parking,3200.0,2019672.875,2256923.5,294505.0,1725168.0
19949,Multifamily LR (1-4),Low-Rise Multifamily,1969,1.0,4,22374,Multifamily Housing,22374.0,not concerned,0.0,520765.8125,550147.0,520766.0,0.0
19956,Multifamily LR (1-4),Low-Rise Multifamily,1910,1.0,4,61802,Multifamily Housing,61802.0,not concerned,0.0,3906967.0,4192671.5,2910706.0,996261.0
19967,SPS-District K-12,K-12 School,2001,1.0,1,35805,K-12 School,35805.0,not concerned,0.0,431471.6875,431471.6875,246628.0,184844.0
19969,Multifamily LR (1-4),Low-Rise Multifamily,2002,0.0,4,56473,Multifamily Housing,26407.0,Retail Store,8802.0,1332591.5,1371976.25,1332591.0,0.0
19976,Multifamily MR (5-9),Mid-Rise Multifamily,1968,1.0,8,51490,Multifamily Housing,51490.0,not concerned,0.0,1484853.75,1561564.75,946194.0,538660.0
19986,Multifamily LR (1-4),Low-Rise Multifamily,1987,1.0,4,45348,Multifamily Housing,45348.0,Parking,4717.0,1384558.625,1444049.375,1384559.0,0.0
19988,Multifamily LR (1-4),Low-Rise Multifamily,1966,1.0,4,31317,Multifamily Housing,31317.0,not concerned,0.0,878927.8125,925086.875,878928.0,0.0
19990,Multifamily MR (5-9),Mid-Rise Multifamily,1969,1.0,5,99372,Multifamily Housing,99372.0,Parking,9000.0,2828591.0,2991078.5,2828591.0,0.0
19991,Multifamily LR (1-4),Low-Rise Multifamily,1964,1.0,4,26744,Multifamily Housing,26744.0,not concerned,0.0,621649.6875,659655.125,621650.0,0.0
19992,Multifamily LR (1-4),Low-Rise Multifamily,1987,1.0,4,30060,Multifamily Housing,30070.0,not concerned,0.0,694305.625,725707.375,694305.0,0.0
20000,NonResidential,Worship Facility,1928,1.0,2,45991,Worship Facility,45991.0,not concerned,0.0,1145535.75,1297917.25,529029.0,616507.0
20004,Multifamily MR (5-9),Mid-Rise Multifamily,2002,1.0,5,119996,Multifamily Housing,96540.0,Retail Store,7187.0,5073665.0,5270710.5,3961990.0,1111675.0
20005,Multifamily LR (1-4),Low-Rise Multifamily,1997,1.0,4,23794,Multifamily Housing,23794.0,not concerned,0.0,574563.0,601792.375,574563.0,0.0
20007,Multifamily LR (1-4),Low-Rise Multifamily,1988,1.0,4,48996,Multifamily Housing,48996.0,not concerned,0.0,1482554.375,1582080.25,1482554.0,0.0
20009,Multifamily LR (1-4),Low-Rise Multifamily,2007,1.0,4,37090,Multifamily Housing,35106.0,not concerned,0.0,925293.3125,939073.8125,855740.0,69553.0
20011,Multifamily LR (1-4),Low-Rise Multifamily,1998,1.0,3,23533,Multifamily Housing,23533.0,not concerned,0.0,1199359.875,1240261.875,1059060.0,140300.0
20013,Multifamily MR (5-9),Mid-Rise Multifamily,2001,1.0,6,50098,Multifamily Housing,45000.0,not concerned,0.0,1928564.75,2066852.25,1637050.0,291515.0
20017,Multifamily LR (1-4),Low-Rise Multifamily,1958,1.0,3,32612,Multifamily Housing,32612.0,not concerned,0.0,806615.0,863565.125,806615.0,0.0
20021,Multifamily LR (1-4),Low-Rise Multifamily,1971,1.0,4,58485,Multifamily Housing,58485.0,not concerned,0.0,2363161.0,2504037.5,2363161.0,0.0
20027,Multifamily LR (1-4),Low-Rise Multifamily,1999,1.0,3,147443,Multifamily Housing,91617.0,not concerned,0.0,2818073.0,2938891.25,2818073.0,0.0
20028,Multifamily LR (1-4),Low-Rise Multifamily,1988,1.0,4,52654,Multifamily Housing,49089.0,not concerned,0.0,2213421.5,2357469.5,2213421.0,0.0
20029,NonResidential,Residence Hall,1921,1.0,3,21499,Residence Hall/Dormitory,21499.0,not concerned,0.0,605130.6875,605130.6875,605130.0,0.0
20033,NonResidential,Small- and Mid-Sized Office,1989,1.0,2,20384,Office,25021.0,not concerned,0.0,1791071.375,1781798.375,1760118.0,30954.0
20037,Multifamily LR (1-4),Low-Rise Multifamily,1960,1.0,4,21528,Multifamily Housing,21528.0,not concerned,0.0,567280.625,600208.875,567281.0,0.0
20047,NonResidential,Retail Store,1956,1.0,2,39265,Retail Store,31905.0,Office,4388.0,5238803.0,5322918.5,5009101.0,229701.0
20048,NonResidential,Retail Store,1956,1.0,2,54284,Retail Store,52784.0,Other,1900.0,6778694.0,6890861.0,6424200.0,354493.0
20050,NonResidential,Retail Store,1956,1.0,1,23409,Retail Store,21909.0,Other,1500.0,2545405.0,2621259.25,2314166.0,231239.0
20052,NonResidential,Retail Store,1997,1.0,1,63153,Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,4644178.0,4670313.0,4312919.0,331258.0
20056,Multifamily LR (1-4),Low-Rise Multifamily,1980,1.0,2,273154,Multifamily Housing,174577.0,Parking,48179.0,7311465.5,7828769.5,4410910.0,2900555.0
20059,Multifamily LR (1-4),Low-Rise Multifamily,1959,1.0,3,26157,Multifamily Housing,26157.0,not concerned,0.0,2534873.5,2762337.0,2534873.0,0.0
20066,NonResidential,Hotel,1961,2.0,2,24100,Hotel,30910.0,not concerned,0.0,1587454.75,1640279.375,817987.0,769468.0
20068,Multifamily LR (1-4),Low-Rise Multifamily,1907,1.0,3,39201,Multifamily Housing,22050.0,Retail Store,1800.0,1852926.625,1968544.625,1257736.0,595191.0
20069,Multifamily LR (1-4),Low-Rise Multifamily,1909,1.0,3,23568,Multifamily Housing,12331.0,Retail Store,4509.0,903301.3125,930997.8125,493541.0,409760.0
20071,Multifamily LR (1-4),Low-Rise Multifamily,1917,1.0,3,21130,Multifamily Housing,21130.0,not concerned,0.0,1412896.0,1601187.75,178191.0,1234705.0
20072,Multifamily MR (5-9),Mid-Rise Multifamily,1914,1.0,6,36880,Multifamily Housing,36880.0,not concerned,0.0,2090895.75,2304949.25,434778.0,183635.0
20082,NonResidential,Hotel,1960,1.0,7,48220,Hotel,61180.0,not concerned,0.0,3993913.25,4077797.0,1859869.0,2134044.0
20087,NonResidential,Small- and Mid-Sized Office,1978,1.0,5,32256,Office,32569.0,Parking,0.0,3460275.5,3603400.0,1834098.0,1626177.0
20093,Multifamily HR (10+),Other,2008,1.0,27,340214,Other,301346.0,not concerned,0.0,15590743.0,16224524.0,10732395.0,4858347.0
20094,Multifamily HR (10+),High-Rise Multifamily,1970,1.0,23,140241,Multifamily Housing,121455.0,Parking,15360.0,7821914.0,8499356.0,6014001.0,1807913.0
20095,Multifamily LR (1-4),Low-Rise Multifamily,1949,4.0,3,159820,Multifamily Housing,159820.0,Parking,0.0,4691945.5,5003620.0,2807940.0,1884005.0
20100,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,3,60858,Multifamily Housing,60858.0,not concerned,0.0,1971310.25,2102257.75,1336456.0,634854.0
20112,Multifamily LR (1-4),Low-Rise Multifamily,1990,1.0,3,28033,Multifamily Housing,27923.0,not concerned,0.0,883109.875,910793.0,466238.0,416872.0
20120,Multifamily LR (1-4),Low-Rise Multifamily,1986,1.0,3,39816,Multifamily Housing,39816.0,not concerned,0.0,1372574.75,1466592.75,1372575.0,0.0
20130,NonResidential,Worship Facility,1910,1.0,2,23931,Worship Facility,23931.0,not concerned,0.0,496477.3125,0.0,167075.0,329402.0
20132,NonResidential,Worship Facility,1948,1.0,2,21393,Worship Facility,21393.0,not concerned,0.0,845961.375,981916.5,266359.0,579602.0
20133,Multifamily MR (5-9),Mid-Rise Multifamily,1915,1.0,6,150374,Multifamily Housing,47814.0,Office,22372.0,7618626.5,7961096.0,2194730.0,5423896.0
20138,Multifamily MR (5-9),Mid-Rise Multifamily,2010,1.0,6,63924,Multifamily Housing,59103.0,Parking,14081.0,1719814.625,1788246.625,1193396.0,526418.0
20140,Multifamily LR (1-4),Low-Rise Multifamily,1956,4.0,2,20400,Multifamily Housing,20448.0,Parking,0.0,991513.875,1047338.5,991514.0,0.0
20141,NonResidential,Mixed Use Property,1990,1.0,2,47560,Distribution Center,23146.0,Non-Refrigerated Warehouse,15724.0,1132489.625,1221954.375,583296.0,549194.0
20153,Multifamily LR (1-4),Low-Rise Multifamily,1982,1.0,4,41664,Multifamily Housing,41644.0,not concerned,0.0,952895.625,1024789.0,952895.0,0.0
20160,NonResidential,Residence Hall,1930,1.0,3,20960,Residence Hall/Dormitory,20960.0,not concerned,0.0,1500309.75,1667310.5,328800.0,1171510.0
20163,Multifamily HR (10+),High-Rise Multifamily,2008,1.0,37,517164,Multifamily Housing,414331.0,Parking,108300.0,10593982.0,10593982.0,9528945.0,1065036.0
20164,Multifamily MR (5-9),Mid-Rise Multifamily,1929,1.0,5,30180,Multifamily Housing,36050.0,Other,1500.0,2228675.5,2386365.75,840618.0,1388058.0
20166,NonResidential,University,1910,1.0,3,28800,College/University,28800.0,not concerned,0.0,717056.375,773795.625,642346.0,74710.0
20167,NonResidential,K-12 School,1957,1.0,2,21600,K-12 School,21600.0,not concerned,0.0,1261536.75,1415640.0,609724.0,651813.0
20168,NonResidential,K-12 School,1995,1.0,3,22860,K-12 School,22860.0,not concerned,0.0,931148.625,990507.3125,931148.0,0.0
20169,Multifamily LR (1-4),Low-Rise Multifamily,1990,1.0,4,25490,Multifamily Housing,25490.0,Parking,9300.0,697397.875,744687.3125,697398.0,0.0
20170,Multifamily MR (5-9),Mid-Rise Multifamily,2010,1.0,7,387971,Multifamily Housing,387971.0,Retail Store,12368.0,10614234.0,10984338.0,6518153.0,4096080.0
20179,Multifamily LR (1-4),Low-Rise Multifamily,1966,1.0,3,25137,Multifamily Housing,25137.0,not concerned,0.0,767297.8125,817703.125,767298.0,0.0
20182,NonResidential,Worship Facility,1972,1.0,1,26366,Worship Facility,26386.0,Parking,0.0,888031.875,996850.0,323802.0,564230.0
20186,Multifamily LR (1-4),Low-Rise Multifamily,1992,0.0,4,31236,Multifamily Housing,31236.0,not concerned,0.0,917194.625,959916.8125,917194.0,0.0
20187,Multifamily MR (5-9),Mid-Rise Multifamily,2005,1.0,7,140759,Multifamily Housing,140759.0,Parking,61200.0,4230514.0,4496901.0,3412619.0,817894.0
20188,Multifamily LR (1-4),Low-Rise Multifamily,1999,1.0,3,27119,Multifamily Housing,22153.0,not concerned,0.0,596242.1875,627235.6875,596242.0,0.0
20197,NonResidential,Worship Facility,1965,1.0,2,21732,Worship Facility,21732.0,not concerned,0.0,860364.1875,942745.6875,479159.0,381205.0
20198,Multifamily LR (1-4),Low-Rise Multifamily,1961,1.0,3,43752,Multifamily Housing,43752.0,not concerned,0.0,1497496.5,1594122.125,1497496.0,0.0
20199,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,3,60270,Multifamily Housing,53285.0,Parking,2000.0,1359764.875,1424020.625,1359765.0,0.0
20201,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,4,160561,Multifamily Housing,160561.0,not concerned,0.0,5885427.5,6396446.0,2045497.0,3839930.0
20207,Multifamily LR (1-4),Low-Rise Multifamily,1969,1.0,4,34678,Multifamily Housing,34678.0,not concerned,0.0,1128208.125,1181549.625,1128208.0,0.0
20209,Multifamily LR (1-4),Low-Rise Multifamily,1977,1.0,4,22394,Multifamily Housing,22394.0,Parking,5110.0,744244.6875,789306.3125,744245.0,0.0
20210,Multifamily MR (5-9),Mid-Rise Multifamily,2007,1.0,6,145812,Multifamily Housing,117242.0,Parking,23500.0,5707529.5,5932130.0,3198769.0,2508760.0
20211,NonResidential,Mixed Use Property,1945,1.0,1,21060,Non-Refrigerated Warehouse,10495.0,Retail Store,10240.0,350264.5938,380806.5938,258178.0,92087.0
20212,NonResidential,Mixed Use Property,1960,1.0,4,20539,Retail Store,7387.0,Multifamily Housing,5264.0,1678458.75,1695247.625,1123427.0,555032.0
20217,SPS-District K-12,K-12 School,1958,1.0,1,38624,K-12 School,41408.0,not concerned,0.0,1424157.25,1564929.125,798804.0,625352.0
20222,Multifamily MR (5-9),Mid-Rise Multifamily,1985,1.0,5,22874,Multifamily Housing,22874.0,not concerned,0.0,601813.125,633873.875,601813.0,0.0
20223,Multifamily LR (1-4),Low-Rise Multifamily,1965,1.0,3,21469,Multifamily Housing,21469.0,not concerned,0.0,510528.5,539732.375,510528.0,0.0
20224,Multifamily LR (1-4),Low-Rise Multifamily,1984,1.0,4,50252,Multifamily Housing,50252.0,not concerned,0.0,1928562.0,2044956.25,1928562.0,0.0
20228,Multifamily LR (1-4),Low-Rise Multifamily,1978,1.0,3,22824,Multifamily Housing,20480.0,Parking,2344.0,593953.375,625007.125,593953.0,0.0
20230,Multifamily LR (1-4),Low-Rise Multifamily,1988,1.0,3,57338,Multifamily Housing,43180.0,Parking,14208.0,1168017.75,1224890.25,1168018.0,0.0
20232,Multifamily MR (5-9),Mid-Rise Multifamily,1928,1.0,8,93502,Multifamily Housing,93502.0,not concerned,0.0,3185005.75,3392243.75,1773834.0,1411172.0
20234,Multifamily LR (1-4),Low-Rise Multifamily,1909,1.0,4,20260,Multifamily Housing,12640.0,Retail Store,7620.0,630214.3125,624285.0,630214.0,0.0
20237,NonResidential,Retail Store,1900,1.0,3,32960,Retail Store,32960.0,not concerned,0.0,813641.0,813641.0,813641.0,0.0
20241,NonResidential,Other,1921,1.0,3,29636,Other - Entertainment/Public Assembly,25096.0,Multifamily Housing,4540.0,688641.8125,688641.8125,688642.0,0.0
20242,NonResidential,Hotel,1930,1.0,3,20571,Hotel,20571.0,not concerned,0.0,716279.6875,759756.5,716279.0,0.0
20243,Multifamily LR (1-4),Low-Rise Multifamily,1956,1.0,4,23742,Multifamily Housing,23742.0,not concerned,0.0,620154.375,668509.5,620154.0,0.0
20246,Multifamily LR (1-4),Low-Rise Multifamily,1964,1.0,4,22344,Multifamily Housing,22344.0,not concerned,0.0,635222.875,679473.625,635223.0,0.0
20251,Multifamily LR (1-4),Low-Rise Multifamily,1981,1.0,3,24492,Multifamily Housing,21176.0,not concerned,0.0,585736.625,629576.3125,585737.0,0.0
20252,Multifamily MR (5-9),Mid-Rise Multifamily,1962,1.0,5,31075,Multifamily Housing,31075.0,not concerned,0.0,682088.875,734331.375,682089.0,0.0
20258,Multifamily LR (1-4),Low-Rise Multifamily,1925,1.0,3,28700,Multifamily Housing,28700.0,not concerned,0.0,887017.125,956418.125,887017.0,0.0
20263,Multifamily LR (1-4),Low-Rise Multifamily,1924,1.0,3,22542,Multifamily Housing,22542.0,not concerned,0.0,659368.625,690908.0,412960.0,246409.0
20264,Multifamily LR (1-4),Low-Rise Multifamily,1923,1.0,4,24680,Multifamily Housing,24680.0,not concerned,0.0,803533.3125,868611.1875,448683.0,354850.0
20266,NonResidential,Worship Facility,1926,1.0,2,47992,Worship Facility,37800.0,Other,10206.0,3040195.5,3518393.25,934028.0,2106168.0
20267,Multifamily LR (1-4),Low-Rise Multifamily,1916,1.0,3,22320,Multifamily Housing,14206.0,Retail Store,7006.0,1646088.5,1821250.25,602752.0,1043336.0
20273,NonResidential,Residence Hall,1993,1.0,3,28572,Residence Hall/Dormitory,22000.0,Parking,7000.0,2717863.25,2759011.75,1187175.0,1530688.0
20274,Multifamily LR (1-4),Low-Rise Multifamily,1964,1.0,4,26639,Multifamily Housing,26639.0,not concerned,0.0,711594.0,755167.0,711594.0,0.0
20279,Multifamily LR (1-4),Low-Rise Multifamily,1963,1.0,4,34735,Multifamily Housing,27671.0,not concerned,0.0,783355.125,841625.5,783355.0,0.0
20280,Multifamily LR (1-4),Low-Rise Multifamily,1963,1.0,4,25568,Multifamily Housing,20159.0,not concerned,0.0,705948.3125,745974.0,705948.0,0.0
20281,Multifamily LR (1-4),Low-Rise Multifamily,1927,1.0,3,25904,Multifamily Housing,25904.0,not concerned,0.0,945745.6875,1012997.125,520537.0,425209.0
20296,Multifamily LR (1-4),Low-Rise Multifamily,1941,1.0,3,24548,Multifamily Housing,24548.0,not concerned,0.0,811907.625,866224.1875,811908.0,0.0
20297,Multifamily MR (5-9),Mid-Rise Multifamily,1970,1.0,9,71827,Multifamily Housing,53480.0,Parking,10000.0,1884194.625,2024001.75,1884194.0,0.0
