OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),Electricity(kBtu),NaturalGas(kBtu)
23440,Multifamily LR (1-4),Low-Rise Multifamily,1975,1.0,4,24084,Multifamily Housing,24084.0,Parking,4800.0,1177379.75,1308138.75,604959.0,572421.0
23446,Multifamily LR (1-4),Low-Rise Multifamily,1915,1.0,4,24280,Multifamily Housing,24280.0,not concerned,0.0,829440.625,885282.8125,428933.0,400507.0
23447,Multifamily LR (1-4),Low-Rise Multifamily,1958,1.0,4,36732,Multifamily Housing,36732.0,not concerned,0.0,888593.6875,942042.1875,888594.0,0.0
23449,Multifamily LR (1-4),Low-Rise Multifamily,1929,1.0,4,41137,Multifamily Housing,41669.0,not concerned,0.0,1790148.625,2031798.375,323484.0,1466665.0
23450,Multifamily LR (1-4),Low-Rise Multifamily,1913,1.0,3,21234,Multifamily Housing,21234.0,not concerned,0.0,740230.375,783960.625,311775.0,428455.0
23451,Multifamily MR (5-9),Mid-Rise Multifamily,1962,1.0,5,29454,Multifamily Housing,25671.0,Parking,3783.0,652429.875,702674.8125,652430.0,0.0
23452,Multifamily LR (1-4),Low-Rise Multifamily,1962,1.0,4,25596,Multifamily Housing,25596.0,not concerned,0.0,602191.1875,632190.5,602191.0,0.0
23453,Multifamily LR (1-4),Low-Rise Multifamily,1948,1.0,3,23120,Multifamily Housing,23120.0,not concerned,0.0,999924.3125,1079785.375,238444.0,761480.0
23454,Multifamily MR (5-9),Mid-Rise Multifamily,1958,1.0,6,39212,Multifamily Housing,39212.0,not concerned,0.0,1313366.0,1427385.5,1313366.0,0.0
23457,Multifamily LR (1-4),Low-Rise Multifamily,1960,1.0,4,22093,Multifamily Housing,22093.0,Parking,800.0,536511.5,573120.5,536511.0,0.0
23458,Multifamily LR (1-4),Low-Rise Multifamily,1906,1.0,2,22113,Multifamily Housing,15900.0,Retail Store,6213.0,679565.625,756967.125,679565.0,0.0
23459,NonResidential,Small- and Mid-Sized Office,1984,1.0,4,41298,Office,36867.0,Parking,28390.0,2190460.0,2275712.0,1994494.0,195966.0
23462,Multifamily LR (1-4),Low-Rise Multifamily,1914,1.0,4,40370,Multifamily Housing,40370.0,not concerned,0.0,982153.875,1056898.5,982154.0,0.0
23465,Multifamily LR (1-4),Low-Rise Multifamily,1924,1.0,4,51150,Multifamily Housing,48320.0,not concerned,0.0,3245598.0,3611072.25,588694.0,2656904.0
23466,Multifamily MR (5-9),Mid-Rise Multifamily,1950,1.0,8,129860,Multifamily Housing,83306.0,Parking,46554.0,5838129.0,6474877.5,1283482.0,4554646.0
23484,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,4,35796,Multifamily Housing,35796.0,not concerned,0.0,1158549.25,1240226.25,1158549.0,0.0
23846,NonResidential,Small- and Mid-Sized Office,1979,1.0,3,34030,Office,34030.0,not concerned,0.0,1748629.875,1815642.75,1530330.0,218300.0
23495,Multifamily LR (1-4),Low-Rise Multifamily,1975,1.0,3,72671,Multifamily Housing,58795.0,not concerned,0.0,2082754.75,2218827.5,2047757.0,34998.0
23496,Multifamily LR (1-4),Low-Rise Multifamily,1967,1.0,2,22382,Multifamily Housing,22382.0,not concerned,0.0,678980.125,721589.625,678980.0,0.0
23499,Multifamily LR (1-4),Low-Rise Multifamily,1977,1.0,3,27639,Multifamily Housing,23810.0,not concerned,0.0,671004.625,713532.8125,671005.0,0.0
23501,Multifamily LR (1-4),Low-Rise Multifamily,1970,1.0,2,101613,Multifamily Housing,101613.0,not concerned,0.0,2302943.0,2489579.5,1818506.0,484437.0
23502,Multifamily LR (1-4),Low-Rise Multifamily,1986,1.0,3,30942,Multifamily Housing,30942.0,not concerned,0.0,900973.0,954662.8125,900973.0,0.0
23504,NonResidential,Distribution Center,1952,1.0,1,41308,Distribution Center,41308.0,not concerned,0.0,1642471.5,1792023.375,1054767.0,587704.0
23508,Multifamily LR (1-4),Low-Rise Multifamily,1930,1.0,3,36751,Multifamily Housing,36751.0,not concerned,0.0,2552098.5,2878751.5,453261.0,2098838.0
